要素ID,DAOLU_ID,道路名称,几何类型,坐标系,长度（米）,最小经度,最大经度,最小纬度,最大纬度,经纬度坐标点列表
257,DAOLU_2022_256,大石坝街,LineString,EPSG:4326 (WGS84经纬度),506.69,118.783419,118.787691,32.020338,32.023037,"[(118.783419, 32.020338), (118.783994, 32.020644), (118.784819, 32.021249), (118.787691, 32.023037), (118.787658, 32.023018)]"
258,DAOLU_2022_257,琵琶巷,LineString,EPSG:4326 (WGS84经纬度),499.74,118.784011,118.787914,32.019763,32.022639,"[(118.784011, 32.019763), (118.784153, 32.020267), (118.785892, 32.021448), (118.787914, 32.022639)]"
259,DAOLU_2022_258,小石坝街,LineString,EPSG:4326 (WGS84经纬度),252.3,118.786712,118.789028,32.021381,32.022429,"[(118.789028, 32.021381), (118.788308, 32.021587), (118.787959, 32.021698), (118.787024, 32.022114), (118.786712, 32.022429)]"
260,DAOLU_2022_259,义兴巷,LineString,EPSG:4326 (WGS84经纬度),215.03,118.779687,118.780408,32.020141,32.02198,"[(118.780408, 32.02198), (118.779687, 32.020141)]"
261,DAOLU_2022_260,贡院街,LineString,EPSG:4326 (WGS84经纬度),496.04,118.782757,118.786926,32.021183,32.023901,"[(118.782757, 32.021183), (118.783407, 32.021558), (118.7842, 32.022087), (118.786926, 32.023901)]"
262,DAOLU_2022_261,桃叶渡,LineString,EPSG:4326 (WGS84经纬度),274.73,118.786926,118.78828,32.023901,32.025717,"[(118.786926, 32.023901), (118.788205, 32.024682), (118.78828, 32.024778), (118.787985, 32.025289), (118.787814, 32.025717)]"
263,DAOLU_2022_262,贡院西街,LineString,EPSG:4326 (WGS84经纬度),327.43,118.783451,118.784669,32.022399,32.025156,"[(118.784669, 32.022399), (118.784056, 32.02367), (118.783864, 32.024046), (118.783592, 32.024605), (118.783451, 32.025156)]"
264,DAOLU_2022_263,三元巷,LineString,EPSG:4326 (WGS84经纬度),595.93,118.773059,118.778884,32.036909,32.038813,"[(118.778884, 32.036909), (118.778699, 32.036941), (118.778077, 32.03705), (118.777918, 32.037083), (118.777249, 32.037239), (118.776981, 32.03721), (118.776908, 32.037214), (118.77683, 32.037234), (118.775653, 32.037675), (118.774588, 32.03813), (118.773059, 32.038813)]"
265,DAOLU_2022_264,苜蓿园大街,LineString,EPSG:4326 (WGS84经纬度),603.49,118.825669,118.826039,32.026631,32.032064,"[(118.825669, 32.026631), (118.825968, 32.030869), (118.826039, 32.032064)]"
266,DAOLU_2022_265,双塘路,LineString,EPSG:4326 (WGS84经纬度),626.12,118.765962,118.772336,32.024805,32.026034,"[(118.772336, 32.025054), (118.772161, 32.025008), (118.771136, 32.024805), (118.770685, 32.024818), (118.770115, 32.024926), (118.769148, 32.025111), (118.768456, 32.025278), (118.767679, 32.025506), (118.765962, 32.026034)]"
267,DAOLU_2022_266,雨花路,LineString,EPSG:4326 (WGS84经纬度),509.35,118.774816,118.776053,32.008432,32.012903,"[(118.776053, 32.012903), (118.77601, 32.012774), (118.775685, 32.011536), (118.775676, 32.011501), (118.77545, 32.010722), (118.77538, 32.010481), (118.774816, 32.008432)]"
268,DAOLU_2022_267,建邺路,LineString,EPSG:4326 (WGS84经纬度),41.95,118.770115,118.770451,32.034617,32.034855,"[(118.770451, 32.034855), (118.770296, 32.0347), (118.770115, 32.034617)]"
269,DAOLU_2022_268,中山东路,LineString,EPSG:4326 (WGS84经纬度),790.38,118.811823,118.820169,32.041035,32.041543,"[(118.811823, 32.041543), (118.812567, 32.041498), (118.813345, 32.041451), (118.815068, 32.04136), (118.816473, 32.041284), (118.817288, 32.041242), (118.817303, 32.041242), (118.817854, 32.041191), (118.81899, 32.041086), (118.820169, 32.041035)]"
270,DAOLU_2022_269,苜蓿园大街,LineString,EPSG:4326 (WGS84经纬度),572,118.825336,118.825669,32.02148,32.026631,"[(118.825336, 32.02148), (118.825457, 32.023029), (118.825525, 32.023896), (118.825531, 32.02426), (118.825561, 32.024707), (118.825669, 32.026631)]"
271,DAOLU_2022_270,平江桥,LineString,EPSG:4326 (WGS84经纬度),47.58,118.787286,118.787578,32.023197,32.023546,"[(118.787286, 32.023546), (118.787578, 32.023197)]"
272,DAOLU_2022_271,内环南线,LineString,EPSG:4326 (WGS84经纬度),84.24,118.758759,118.759534,32.013827,32.014203,"[(118.759534, 32.013827), (118.759063, 32.014061), (118.758759, 32.014203)]"
273,DAOLU_2022_272,沿府巷,LineString,EPSG:4326 (WGS84经纬度),271.98,118.782759,118.785031,32.028822,32.030233,"[(118.785031, 32.028822), (118.784779, 32.029078), (118.784514, 32.029296), (118.784283, 32.029469), (118.783944, 32.029722), (118.783672, 32.029926), (118.78349, 32.030046), (118.783423, 32.030084), (118.783344, 32.03011), (118.783266, 32.030128), (118.782759, 32.030233)]"
274,DAOLU_2022_273,南台巷,LineString,EPSG:4326 (WGS84经纬度),170.56,118.773695,118.775341,32.03928,32.039913,"[(118.775341, 32.03928), (118.774547, 32.039565), (118.773695, 32.039913)]"
275,DAOLU_2022_274,御道街,LineString,EPSG:4326 (WGS84经纬度),608.5,118.811139,118.811752,32.028371,32.033833,"[(118.811139, 32.028371), (118.811153, 32.028474), (118.81141, 32.030682), (118.811422, 32.030777), (118.811487, 32.031325), (118.811561, 32.032023), (118.811752, 32.033833)]"
276,DAOLU_2022_275,水西门大街,LineString,EPSG:4326 (WGS84经纬度),89.91,118.76315,118.764075,32.032185,32.032376,"[(118.76315, 32.032376), (118.76341, 32.032328), (118.764075, 32.032185)]"
277,DAOLU_2022_276,科巷,LineString,EPSG:4326 (WGS84经纬度),400.93,118.789216,118.793204,32.040558,32.041786,"[(118.789216, 32.041786), (118.790328, 32.041488), (118.79075, 32.041328), (118.791524, 32.041085), (118.79206, 32.0409), (118.79254, 32.040722), (118.793204, 32.040558)]"
278,DAOLU_2022_277,复城桥,LineString,EPSG:4326 (WGS84经纬度),48.06,118.795945,118.796442,32.034754,32.034848,"[(118.796442, 32.034754), (118.795945, 32.034848)]"
279,DAOLU_2022_278,紫金桥,LineString,EPSG:4326 (WGS84经纬度),178.71,118.819793,118.821685,32.026365,32.026385,"[(118.819793, 32.026385), (118.819987, 32.026383), (118.821685, 32.026365)]"
280,DAOLU_2022_279,紫金路,LineString,EPSG:4326 (WGS84经纬度),362.99,118.821685,118.825515,32.026365,32.026625,"[(118.821685, 32.026365), (118.822934, 32.02644), (118.825515, 32.026625)]"
281,DAOLU_2022_280,象房村路,LineString,EPSG:4326 (WGS84经纬度),14.16,118.801475,118.801616,32.023591,32.023636,"[(118.801475, 32.023636), (118.801616, 32.023591)]"
282,DAOLU_2022_281,内环西线,LineString,EPSG:4326 (WGS84经纬度),411.68,118.759911,118.761203,32.013569,32.017107,"[(118.761203, 32.017107), (118.761111, 32.016888), (118.76053, 32.015137), (118.76036, 32.014519), (118.760289, 32.01433), (118.760031, 32.013751), (118.759911, 32.013569)]"
283,DAOLU_2022_282,中华路,LineString,EPSG:4326 (WGS84经纬度),604.82,118.779613,118.780948,32.025201,32.030535,"[(118.779613, 32.025201), (118.780017, 32.026769), (118.78023, 32.027613), (118.780512, 32.028834), (118.780948, 32.030535)]"
284,DAOLU_2022_283,王府大街,LineString,EPSG:4326 (WGS84经纬度),881.11,118.770451,118.774961,32.034855,32.041786,"[(118.774961, 32.041786), (118.774682, 32.041374), (118.774263, 32.040713), (118.773695, 32.039913), (118.773059, 32.038813), (118.772396, 32.037428), (118.771717, 32.036418), (118.770451, 32.034855)]"
285,DAOLU_2022_284,信府河,LineString,EPSG:4326 (WGS84经纬度),612.26,118.777266,118.780467,32.01559,32.019771,"[(118.777266, 32.01559), (118.777467, 32.015593), (118.777904, 32.015599), (118.777952, 32.015607), (118.778141, 32.015636), (118.778187, 32.015644), (118.778521, 32.01576), (118.77864, 32.015812), (118.778673, 32.015835), (118.778706, 32.015865), (118.778753, 32.015904), (118.778786, 32.01594), (118.77887, 32.016041), (118.778938, 32.016144), (118.779177, 32.016713), (118.779324, 32.017177), (118.779609, 32.018352), (118.779665, 32.018535), (118.779929, 32.01905), (118.780209, 32.019451), (118.780467, 32.019771)]"
286,DAOLU_2022_285,长乐路,LineString,EPSG:4326 (WGS84经纬度),244.82,118.778229,118.780623,32.019803,32.020647,"[(118.780623, 32.019803), (118.780501, 32.019844), (118.779622, 32.020164), (118.778229, 32.020647)]"
287,DAOLU_2022_286,光华路,LineString,EPSG:4326 (WGS84经纬度),637.37,118.818596,118.825336,32.02148,32.021739,"[(118.825336, 32.02148), (118.822097, 32.021632), (118.81994, 32.021689), (118.818596, 32.021739)]"
288,DAOLU_2022_287,绣花巷,LineString,EPSG:4326 (WGS84经纬度),160.88,118.792401,118.794028,32.032837,32.033266,"[(118.794028, 32.032837), (118.792401, 32.033266)]"
289,DAOLU_2022_288,太平南路,LineString,EPSG:4326 (WGS84经纬度),457.02,118.78559,118.786889,32.030652,32.034617,"[(118.786889, 32.034617), (118.785985, 32.032235), (118.78559, 32.030652)]"
290,DAOLU_2022_289,内环西线,LineString,EPSG:4326 (WGS84经纬度),217.39,118.761271,118.762269,32.041306,32.043071,"[(118.761271, 32.043071), (118.761882, 32.042073), (118.76195, 32.041912), (118.762269, 32.041306)]"
291,DAOLU_2022_290,内环南线,LineString,EPSG:4326 (WGS84经纬度),147.25,118.760861,118.762153,32.012166,32.012909,"[(118.762153, 32.012166), (118.760861, 32.012909)]"
292,DAOLU_2022_291,鼎新路,LineString,EPSG:4326 (WGS84经纬度),608.28,118.77164,118.77289,32.027887,32.033051,"[(118.77164, 32.027887), (118.771687, 32.027973), (118.772676, 32.030193), (118.772739, 32.030425), (118.772744, 32.030562), (118.772719, 32.030657), (118.772353, 32.031264), (118.772323, 32.031384), (118.772333, 32.031513), (118.772567, 32.032244), (118.77289, 32.033051)]"
293,DAOLU_2022_292,内环西线,LineString,EPSG:4326 (WGS84经纬度),199.45,118.762476,118.762848,32.020392,32.022159,"[(118.762848, 32.022159), (118.762759, 32.021529), (118.762641, 32.020902), (118.762476, 32.020392)]"
294,DAOLU_2022_293,后标营路,LineString,EPSG:4326 (WGS84经纬度),1270.81,118.811752,118.825029,32.032322,32.033833,"[(118.825029, 32.032322), (118.8223, 32.032995), (118.821501, 32.033194), (118.821363, 32.033228), (118.81801, 32.033428), (118.818001, 32.033428), (118.811752, 32.033833)]"
295,DAOLU_2022_294,中山东路,LineString,EPSG:4326 (WGS84经纬度),586.87,118.799106,118.805301,32.042011,32.042415,"[(118.799106, 32.042415), (118.799207, 32.042406), (118.799522, 32.042382), (118.801307, 32.042249), (118.805301, 32.042011)]"
296,DAOLU_2022_295,长白街,LineString,EPSG:4326 (WGS84经纬度),1494.94,118.789273,118.794062,32.029952,32.042782,"[(118.789273, 32.029952), (118.789656, 32.031365), (118.79004, 32.032525), (118.790047, 32.032545), (118.790149, 32.032788), (118.790553, 32.033752), (118.791117, 32.035021), (118.791401, 32.035597), (118.79142, 32.035652), (118.791555, 32.036017), (118.791674, 32.036293), (118.792458, 32.038423), (118.792963, 32.039843), (118.793204, 32.040558), (118.793553, 32.041714), (118.79384, 32.042225), (118.793897, 32.042323), (118.794062, 32.042782)]"
297,DAOLU_2022_296,中山门大街,LineString,EPSG:4326 (WGS84经纬度),126.09,118.822512,118.823519,32.041158,32.041884,"[(118.823519, 32.041884), (118.82343, 32.041815), (118.823294, 32.041696), (118.823006, 32.041416), (118.822779, 32.041268), (118.822512, 32.041158)]"
298,DAOLU_2022_297,石鼓路,LineString,EPSG:4326 (WGS84经纬度),432.62,118.770751,118.774961,32.041786,32.043191,"[(118.774961, 32.041786), (118.773986, 32.042226), (118.772631, 32.042845), (118.772447, 32.042936), (118.772176, 32.043022), (118.771639, 32.043086), (118.770751, 32.043191)]"
299,DAOLU_2022_298,大中桥,LineString,EPSG:4326 (WGS84经纬度),34.29,118.79577,118.796127,32.028373,32.02843,"[(118.79577, 32.02843), (118.796127, 32.028373)]"
300,DAOLU_2022_299,中山门大街,LineString,EPSG:4326 (WGS84经纬度),447.02,118.822258,118.826597,32.040517,32.041861,"[(118.822258, 32.040551), (118.822602, 32.040517), (118.823054, 32.040571), (118.823756, 32.040692), (118.824587, 32.041009), (118.82588, 32.04174), (118.826082, 32.04184), (118.826227, 32.041861), (118.826597, 32.04184)]"
301,DAOLU_2022_300,内环东线,LineString,EPSG:4326 (WGS84经纬度),112.63,118.795295,118.795541,32.023635,32.024629,"[(118.795295, 32.023635), (118.795515, 32.024524), (118.795532, 32.024594), (118.795541, 32.024629)]"
302,DAOLU_2022_301,汉中路,LineString,EPSG:4326 (WGS84经纬度),50.94,118.778327,118.778865,32.043836,32.043861,"[(118.778865, 32.043836), (118.778327, 32.043861)]"
303,DAOLU_2022_302,中山门大街,LineString,EPSG:4326 (WGS84经纬度),99.89,118.826597,118.827651,32.041838,32.041907,"[(118.826597, 32.04184), (118.826769, 32.041838), (118.827651, 32.041907)]"
304,DAOLU_2022_303,内环南线,LineString,EPSG:4326 (WGS84经纬度),651.49,118.764656,118.771205,32.009465,32.011304,"[(118.771205, 32.009465), (118.764656, 32.011304)]"
305,DAOLU_2022_304,通济门桥,LineString,EPSG:4326 (WGS84经纬度),63.84,118.795541,118.795675,32.024629,32.025193,"[(118.795541, 32.024629), (118.795675, 32.025193)]"
306,DAOLU_2022_305,中山南路,LineString,EPSG:4326 (WGS84经纬度),588.44,118.776771,118.778723,32.026057,32.031085,"[(118.776771, 32.026057), (118.777189, 32.026989), (118.777377, 32.027408), (118.777803, 32.028226), (118.77836, 32.029867), (118.778571, 32.030531), (118.778723, 32.031085)]"
307,DAOLU_2022_306,通济门隧道,LineString,EPSG:4326 (WGS84经纬度),888.71,118.79621,118.797558,32.027486,32.035418,"[(118.79621, 32.027486), (118.79708, 32.032782), (118.797558, 32.035418)]"
308,DAOLU_2022_307,集庆门大街,LineString,EPSG:4326 (WGS84经纬度),112.33,118.76128,118.762458,32.021293,32.021434,"[(118.762458, 32.021293), (118.76128, 32.021434)]"
309,DAOLU_2022_308,瑞金路和龙蟠中路交叉口,LineString,EPSG:4326 (WGS84经纬度),31.07,118.79718,118.797503,32.034534,32.034586,"[(118.797503, 32.034534), (118.79718, 32.034586)]"
310,DAOLU_2022_309,内环西线,LineString,EPSG:4326 (WGS84经纬度),162.55,118.762269,118.762989,32.039974,32.041306,"[(118.762269, 32.041306), (118.762989, 32.039974)]"
311,DAOLU_2022_310,中山东路,LineString,EPSG:4326 (WGS84经纬度),318.95,118.779512,118.782876,32.043559,32.043807,"[(118.779512, 32.043807), (118.781054, 32.043689), (118.781411, 32.043663), (118.782734, 32.043568), (118.782876, 32.043559)]"
312,DAOLU_2022_311,洪武路,LineString,EPSG:4326 (WGS84经纬度),1392.17,118.781154,118.782876,32.031099,32.043559,"[(118.781154, 32.031099), (118.781226, 32.032238), (118.78144, 32.033179), (118.781571, 32.034185), (118.781603, 32.034345), (118.781752, 32.035379), (118.781787, 32.035616), (118.781867, 32.036365), (118.781992, 32.037063), (118.782063, 32.03758), (118.782067, 32.038027), (118.782254, 32.039454), (118.782387, 32.040549), (118.782465, 32.041084), (118.782509, 32.041425), (118.782876, 32.043559)]"
313,DAOLU_2022_312,王府园路,LineString,EPSG:4326 (WGS84经纬度),372.88,118.780512,118.782759,32.028552,32.030241,"[(118.780512, 32.028834), (118.782269, 32.028552), (118.782386, 32.028569), (118.782468, 32.028808), (118.782759, 32.030233), (118.782723, 32.030238), (118.782708, 32.030241)]"
314,DAOLU_2022_313,棉鞋营,LineString,EPSG:4326 (WGS84经纬度),696.91,118.793915,118.795487,32.028789,32.03493,"[(118.795487, 32.03493), (118.795201, 32.033785), (118.793915, 32.028789)]"
315,DAOLU_2022_314,剪子巷,LineString,EPSG:4326 (WGS84经纬度),803.84,118.780513,118.788789,32.013793,32.015452,"[(118.780513, 32.015452), (118.78157, 32.015213), (118.782133, 32.015109), (118.78282, 32.015038), (118.78331, 32.014936), (118.783825, 32.014842), (118.784918, 32.014644), (118.786411, 32.014299), (118.788029, 32.013952), (118.788789, 32.013793)]"
316,DAOLU_2022_315,解放南路,LineString,EPSG:4326 (WGS84经纬度),270.99,118.805174,118.805195,32.03178,32.034223,"[(118.805174, 32.03178), (118.805181, 32.0325), (118.805179, 32.032666), (118.805195, 32.034223)]"
317,DAOLU_2022_316,汉西门大街,LineString,EPSG:4326 (WGS84经纬度),311.7,118.762705,118.763665,32.04212,32.044799,"[(118.762705, 32.04212), (118.763063, 32.042836), (118.763285, 32.043691), (118.763656, 32.044701), (118.763665, 32.044799)]"
318,DAOLU_2022_317,中山南路,LineString,EPSG:4326 (WGS84经纬度),199.92,118.773039,118.774117,32.016824,32.018375,"[(118.773039, 32.016824), (118.77396, 32.018115), (118.774117, 32.018375)]"
319,DAOLU_2022_318,建邺路,LineString,EPSG:4326 (WGS84经纬度),630.49,118.764084,118.769907,32.034337,32.036495,"[(118.769907, 32.034517), (118.769818, 32.034473), (118.769632, 32.034395), (118.769388, 32.034337), (118.769099, 32.034359), (118.768705, 32.03452), (118.767919, 32.034793), (118.767708, 32.03486), (118.767454, 32.035003), (118.767274, 32.035326), (118.766809, 32.035634), (118.765691, 32.036279), (118.76498, 32.036464), (118.764637, 32.036495), (118.764084, 32.036431)]"
320,DAOLU_2022_319,解放南路,LineString,EPSG:4326 (WGS84经纬度),227.34,118.804124,118.804734,32.024335,32.026319,"[(118.804734, 32.026319), (118.804416, 32.02532), (118.804144, 32.024388), (118.804124, 32.024335)]"
321,DAOLU_2022_320,来燕路,LineString,EPSG:4326 (WGS84经纬度),227.67,118.783345,118.784011,32.018645,32.020466,"[(118.783723, 32.018645), (118.784011, 32.019763), (118.783733, 32.020025), (118.783399, 32.020358), (118.783345, 32.020466)]"
322,DAOLU_2022_321,内环西线,LineString,EPSG:4326 (WGS84经纬度),273.41,118.76151,118.762476,32.018067,32.020392,"[(118.762476, 32.020392), (118.762233, 32.019828), (118.76184, 32.018899), (118.761656, 32.018427), (118.7616, 32.018284), (118.76151, 32.018067)]"
323,DAOLU_2022_322,升州路,LineString,EPSG:4326 (WGS84经纬度),285.74,118.776771,118.779586,32.025125,32.026057,"[(118.776771, 32.026057), (118.778052, 32.025555), (118.778444, 32.025438), (118.778548, 32.025407), (118.778768, 32.025341), (118.779586, 32.025125)]"
324,DAOLU_2022_323,九条巷,LineString,EPSG:4326 (WGS84经纬度),250.84,118.778836,118.78144,32.033179,32.033618,"[(118.78144, 32.033179), (118.781235, 32.033212), (118.779087, 32.033586), (118.778836, 32.033618)]"
325,DAOLU_2022_324,内环东线,LineString,EPSG:4326 (WGS84经纬度),136.1,118.794999,118.795295,32.022433,32.023635,"[(118.794999, 32.022433), (118.795295, 32.023635)]"
326,DAOLU_2022_325,中山东路,LineString,EPSG:4326 (WGS84经纬度),83.5,118.82163,118.822512,32.041102,32.041158,"[(118.822512, 32.041158), (118.82163, 32.041102)]"
327,DAOLU_2022_326,集庆门大街,LineString,EPSG:4326 (WGS84经纬度),48.48,118.762458,118.762968,32.02125,32.021293,"[(118.762968, 32.02125), (118.762612, 32.021279), (118.762458, 32.021293)]"
328,DAOLU_2022_327,解放南路,LineString,EPSG:4326 (WGS84经纬度),562.49,118.804734,118.80517,32.026319,32.031376,"[(118.804734, 32.026319), (118.804781, 32.026739), (118.804919, 32.028671), (118.805165, 32.030788), (118.805167, 32.030972), (118.80517, 32.031376)]"
329,DAOLU_2022_328,江宁路,LineString,EPSG:4326 (WGS84经纬度),800.46,118.78735,118.78965,32.009537,32.016484,"[(118.78965, 32.016484), (118.789093, 32.014699), (118.788789, 32.013793), (118.788312, 32.012367), (118.787885, 32.011089), (118.787604, 32.010248), (118.78749, 32.009908), (118.787419, 32.009695), (118.78735, 32.009537)]"
330,DAOLU_2022_329,大中桥,LineString,EPSG:4326 (WGS84经纬度),46.85,118.795282,118.79577,32.02843,32.028507,"[(118.79577, 32.02843), (118.795677, 32.028445), (118.795415, 32.028486), (118.795282, 32.028507)]"
331,DAOLU_2022_330,解放南路,LineString,EPSG:4326 (WGS84经纬度),136.06,118.803741,118.804124,32.023153,32.024335,"[(118.804124, 32.024335), (118.803741, 32.023153)]"
332,DAOLU_2022_331,文昌巷,LineString,EPSG:4326 (WGS84经纬度),337.57,118.788459,118.791783,32.038603,32.03972,"[(118.791783, 32.038603), (118.790958, 32.038848), (118.790893, 32.038871), (118.790227, 32.039106), (118.790119, 32.039144), (118.789873, 32.039218), (118.788459, 32.03972)]"
