原始要素ID,DIKUAI_ID,核心地块编号,几何类型,坐标系,面积（平方米）,最小经度,最大经度,最小纬度,最大纬度,完整GeoJSON坐标
819,DIKUAI_2023_0882,0882,Polygon,EPSG:4326 (WGS84经纬度),5643.2,118.805344,118.805783,32.039813,32.040776,"[[[118.805358, 32.040776], [118.805783, 32.040758], [118.805724, 32.039813], [118.805344, 32.039814], [118.805353, 32.040698], [118.805358, 32.040776]]]"
820,DIKUAI_2023_0883,0883,Polygon,EPSG:4326 (WGS84经纬度),6540.35,118.777438,118.778105,32.020925,32.022215,"[[[118.777579, 32.021432], [118.77766, 32.021604], [118.777815, 32.022007], [118.777904, 32.022215], [118.778072, 32.022167], [118.777993, 32.021917], [118.778058, 32.021826], [118.777994, 32.021622], [118.778105, 32.021598], [118.778032, 32.021322], [118.777927, 32.020925], [118.777438, 32.021096], [118.777579, 32.021432]]]"
821,DIKUAI_2023_0884,0884,Polygon,EPSG:4326 (WGS84经纬度),4061.22,118.791385,118.792157,32.03354,32.03412,"[[[118.791826, 32.03412], [118.792157, 32.034032], [118.792147, 32.033999], [118.792087, 32.033749], [118.792055, 32.033599], [118.792036, 32.03354], [118.791504, 32.033661], [118.791481, 32.033596], [118.791385, 32.033618], [118.791485, 32.03395], [118.791496, 32.033949], [118.791775, 32.033964], [118.791826, 32.03412]]]"
822,DIKUAI_2023_0885,0885,Polygon,EPSG:4326 (WGS84经纬度),11307.54,118.785564,118.786768,32.029296,32.030273,"[[[118.786768, 32.030139], [118.786668, 32.02968], [118.786272, 32.029483], [118.786154, 32.029325], [118.785851, 32.02938], [118.78583, 32.029296], [118.785564, 32.029344], [118.785843, 32.030273], [118.786768, 32.030139]]]"
823,DIKUAI_2023_0886,0886,Polygon,EPSG:4326 (WGS84经纬度),6293.34,118.810936,118.81178,32.041717,32.042322,"[[[118.811012, 32.042322], [118.81178, 32.042258], [118.811727, 32.0418], [118.811727, 32.041787], [118.811725, 32.041774], [118.81172, 32.041762], [118.811713, 32.041751], [118.811703, 32.04174], [118.811692, 32.041732], [118.811679, 32.041725], [118.811665, 32.04172], [118.81165, 32.041717], [118.811634, 32.041717], [118.810936, 32.041765], [118.811012, 32.042322]]]"
824,DIKUAI_2023_0887,0887,Polygon,EPSG:4326 (WGS84经纬度),14723.11,118.794689,118.795815,32.035158,32.036535,"[[[118.794992, 32.036535], [118.795328, 32.036459], [118.795815, 32.036347], [118.795807, 32.036315], [118.795754, 32.036122], [118.795734, 32.036044], [118.795603, 32.035528], [118.795528, 32.035209], [118.795525, 32.035197], [118.795517, 32.035158], [118.795106, 32.035233], [118.795148, 32.035375], [118.794689, 32.035456], [118.794692, 32.035464], [118.794711, 32.03555], [118.794798, 32.035875], [118.794882, 32.036178], [118.794955, 32.036432], [118.794983, 32.036507], [118.794992, 32.036535]]]"
825,DIKUAI_2023_0888,0888,Polygon,EPSG:4326 (WGS84经纬度),6280.02,118.804458,118.805046,32.039704,32.040442,"[[[118.805046, 32.040442], [118.805042, 32.039704], [118.804458, 32.039709], [118.80446, 32.040439], [118.805046, 32.040442]]]"
826,DIKUAI_2023_0889,0889,Polygon,EPSG:4326 (WGS84经纬度),9907.07,118.775023,118.776244,32.018118,32.0191,"[[[118.775043, 32.018736], [118.775023, 32.018787], [118.775709, 32.019052], [118.775713, 32.019046], [118.775828, 32.019097], [118.775835, 32.0191], [118.775897, 32.019011], [118.775948, 32.018942], [118.776014, 32.018852], [118.776104, 32.018741], [118.776196, 32.018633], [118.776241, 32.018581], [118.776243, 32.018579], [118.776244, 32.018576], [118.776244, 32.018573], [118.776244, 32.018569], [118.776243, 32.018566], [118.776241, 32.018564], [118.776182, 32.018528], [118.776065, 32.018461], [118.775981, 32.018413], [118.775908, 32.018374], [118.775753, 32.018301], [118.775587, 32.018225], [118.775409, 32.018148], [118.775331, 32.018118], [118.775326, 32.018118], [118.77532, 32.018119], [118.775314, 32.018121], [118.775309, 32.018123], [118.775305, 32.018126], [118.775301, 32.018129], [118.775298, 32.018133], [118.775295, 32.018138], [118.775285, 32.018158], [118.775253, 32.01824], [118.775217, 32.018319], [118.775154, 32.018473], [118.775043, 32.018736]]]"
827,DIKUAI_2023_0891,0891,Polygon,EPSG:4326 (WGS84经纬度),27246.97,118.772988,118.775408,32.016036,32.017999,"[[[118.772988, 32.016467], [118.773116, 32.016691], [118.77366, 32.016514], [118.773752, 32.016673], [118.773622, 32.016739], [118.773667, 32.016809], [118.773803, 32.017015], [118.773845, 32.016996], [118.773959, 32.017176], [118.773973, 32.01717], [118.77405, 32.017283], [118.774, 32.017331], [118.77414, 32.01746], [118.774042, 32.017617], [118.773722, 32.017472], [118.773635, 32.017516], [118.773986, 32.017995], [118.773988, 32.017997], [118.773989, 32.017998], [118.773991, 32.017999], [118.773992, 32.017999], [118.773994, 32.017999], [118.773996, 32.017999], [118.773997, 32.017998], [118.773998, 32.017998], [118.774, 32.017997], [118.774001, 32.017996], [118.774002, 32.017995], [118.774002, 32.017993], [118.774022, 32.017958], [118.774139, 32.017765], [118.77424, 32.017611], [118.774389, 32.017384], [118.77448, 32.017279], [118.774603, 32.017145], [118.774758, 32.016968], [118.774936, 32.016765], [118.774974, 32.016721], [118.775017, 32.01667], [118.775133, 32.016502], [118.775315, 32.016246], [118.77535, 32.0162], [118.775404, 32.016144], [118.775406, 32.016141], [118.775407, 32.016138], [118.775408, 32.016135], [118.775408, 32.016132], [118.775407, 32.016129], [118.775406, 32.016126], [118.775404, 32.016123], [118.775402, 32.01612], [118.775399, 32.016118], [118.775396, 32.016116], [118.775295, 32.016077], [118.775242, 32.016058], [118.775175, 32.01604], [118.775139, 32.016036], [118.775103, 32.016036], [118.775068, 32.016041], [118.774947, 32.016061], [118.774171, 32.0161], [118.77411, 32.016102], [118.774027, 32.016114], [118.77393, 32.01613], [118.773843, 32.016158], [118.773673, 32.016211], [118.773494, 32.016276], [118.77324, 32.016366], [118.773137, 32.016403], [118.773087, 32.016419], [118.773034, 32.016446], [118.773007, 32.016456], [118.773, 32.01646], [118.772988, 32.016467]]]"
828,DIKUAI_2023_0892,0892,Polygon,EPSG:4326 (WGS84经纬度),4761.84,118.781902,118.783724,32.026819,32.027295,"[[[118.783681, 32.026819], [118.781902, 32.027101], [118.781959, 32.027295], [118.782032, 32.027279], [118.782177, 32.027251], [118.782592, 32.027174], [118.78266, 32.027168], [118.783111, 32.027089], [118.783197, 32.027076], [118.783661, 32.026992], [118.783724, 32.02698], [118.783681, 32.026819]]]"
829,DIKUAI_2023_0893,0893,Polygon,EPSG:4326 (WGS84经纬度),12572.02,118.776081,118.777321,32.019677,32.021,"[[[118.776826, 32.019686], [118.77681, 32.019677], [118.776802, 32.019677], [118.776795, 32.019681], [118.776615, 32.01978], [118.77636, 32.019933], [118.776322, 32.019956], [118.776314, 32.019963], [118.776288, 32.019984], [118.776218, 32.020044], [118.776148, 32.020104], [118.776113, 32.020158], [118.776082, 32.020185], [118.776081, 32.020189], [118.7763, 32.02039], [118.776378, 32.020475], [118.77639, 32.020491], [118.77644, 32.020559], [118.776525, 32.020675], [118.776759, 32.020997], [118.776776, 32.021], [118.776792, 32.020994], [118.777304, 32.020811], [118.777321, 32.020787], [118.777278, 32.020697], [118.777236, 32.020607], [118.77717, 32.020456], [118.777167, 32.020442], [118.777153, 32.020402], [118.77715, 32.020375], [118.777154, 32.020365], [118.777072, 32.020191], [118.776943, 32.01992], [118.776853, 32.01973], [118.776826, 32.019686]]]"
830,DIKUAI_2023_0894,0894,Polygon,EPSG:4326 (WGS84经纬度),1820.22,118.782506,118.78334,32.027128,32.027387,"[[[118.783001, 32.027296], [118.783019, 32.027355], [118.78334, 32.027312], [118.783311, 32.027128], [118.783117, 32.027153], [118.782943, 32.027176], [118.782655, 32.027229], [118.782506, 32.027255], [118.78254, 32.027387], [118.783001, 32.027296]]]"
831,DIKUAI_2023_0895,0895,Polygon,EPSG:4326 (WGS84经纬度),9905.72,118.785298,118.786812,32.028901,32.030486,"[[[118.786431, 32.030397], [118.786812, 32.030339], [118.786768, 32.030139], [118.785843, 32.030273], [118.785564, 32.029344], [118.78583, 32.029296], [118.785851, 32.02938], [118.786154, 32.029325], [118.785839, 32.028901], [118.785715, 32.028998], [118.785533, 32.029141], [118.785408, 32.02924], [118.785374, 32.029269], [118.785344, 32.029302], [118.785318, 32.029337], [118.785298, 32.029374], [118.785307, 32.029405], [118.78564, 32.030446], [118.785707, 32.030486], [118.785743, 32.030477], [118.786431, 32.030397]]]"
832,DIKUAI_2023_0896,0896,Polygon,EPSG:4326 (WGS84经纬度),592.28,118.779282,118.779496,32.02357,32.02384,"[[[118.779496, 32.023665], [118.77947, 32.02357], [118.779282, 32.023607], [118.779345, 32.02384], [118.779494, 32.023812], [118.779456, 32.023674], [118.779496, 32.023665]]]"
833,DIKUAI_2023_0897,0897,Polygon,EPSG:4326 (WGS84经纬度),3581.48,118.778408,118.778924,32.022213,32.023534,"[[[118.778514, 32.022213], [118.778408, 32.022239], [118.778491, 32.022504], [118.778646, 32.022991], [118.778594, 32.023003], [118.778715, 32.023382], [118.77868, 32.023391], [118.778727, 32.023534], [118.778863, 32.023507], [118.778878, 32.0235], [118.778892, 32.023491], [118.778903, 32.023481], [118.778913, 32.023468], [118.778919, 32.023455], [118.778923, 32.023441], [118.778924, 32.023426], [118.778923, 32.023412], [118.778918, 32.023398], [118.778749, 32.022777], [118.778614, 32.02229], [118.778608, 32.022274], [118.778598, 32.022258], [118.778586, 32.022244], [118.77857, 32.022233], [118.778553, 32.022223], [118.778534, 32.022216], [118.778514, 32.022213]]]"
834,DIKUAI_2023_0898,0898,Polygon,EPSG:4326 (WGS84经纬度),20493.53,118.786449,118.788067,32.030326,32.031648,"[[[118.788067, 32.03135], [118.788003, 32.031156], [118.787838, 32.030326], [118.787397, 32.030402], [118.787227, 32.030426], [118.786968, 32.030464], [118.787019, 32.030798], [118.786449, 32.030876], [118.786506, 32.031223], [118.786576, 32.031648], [118.786728, 32.031617], [118.78707, 32.031549], [118.787628, 32.031438], [118.788067, 32.03135]]]"
835,DIKUAI_2023_0899,0899,Polygon,EPSG:4326 (WGS84经纬度),37.4,118.784906,118.784983,32.02906,32.029315,"[[[118.784921, 32.029315], [118.784983, 32.029262], [118.784973, 32.029245], [118.784914, 32.02906], [118.784913, 32.029066], [118.784906, 32.02907], [118.784925, 32.029137], [118.784948, 32.029205], [118.784972, 32.029267], [118.784921, 32.029315]]]"
836,DIKUAI_2023_0900,0900,Polygon,EPSG:4326 (WGS84经纬度),350.03,118.784713,118.784924,32.028952,32.029226,"[[[118.784924, 32.029005], [118.784908, 32.028952], [118.784777, 32.029084], [118.784713, 32.029137], [118.784756, 32.029226], [118.784862, 32.029147], [118.784906, 32.02907], [118.784913, 32.029066], [118.784914, 32.02906], [118.784924, 32.029005]]]"
837,DIKUAI_2023_0901,0901,Polygon,EPSG:4326 (WGS84经纬度),8379.98,118.810077,118.811024,32.041765,32.042476,"[[[118.810129, 32.042476], [118.811024, 32.04241], [118.811012, 32.042322], [118.810936, 32.041765], [118.810892, 32.041768], [118.810077, 32.041824], [118.810129, 32.042476]]]"
838,DIKUAI_2023_0902,0902,Polygon,EPSG:4326 (WGS84经纬度),2831.61,118.786395,118.787019,32.030464,32.030876,"[[[118.786449, 32.030876], [118.787019, 32.030798], [118.786968, 32.030464], [118.786428, 32.030542], [118.786395, 32.030548], [118.786449, 32.030876]]]"
839,DIKUAI_2023_0903,0903,Polygon,EPSG:4326 (WGS84经纬度),2642.76,118.776863,118.777555,32.021096,32.021567,"[[[118.776999, 32.021567], [118.777555, 32.021377], [118.777438, 32.021096], [118.776863, 32.021296], [118.776999, 32.021567]]]"
840,DIKUAI_2023_0904,0904,Polygon,EPSG:4326 (WGS84经纬度),5989.08,118.807281,118.807921,32.040986,32.041723,"[[[118.807346, 32.041723], [118.807921, 32.041684], [118.807872, 32.040986], [118.807281, 32.041024], [118.807346, 32.041723]]]"
841,DIKUAI_2023_0905,0905,Polygon,EPSG:4326 (WGS84经纬度),8743.17,118.797102,118.797906,32.03667,32.03817,"[[[118.79752, 32.03817], [118.797906, 32.038088], [118.797791, 32.037701], [118.797702, 32.037399], [118.797551, 32.036786], [118.79753, 32.03667], [118.797102, 32.03674], [118.797175, 32.036988], [118.797312, 32.037489], [118.797452, 32.037954], [118.79752, 32.03817]]]"
842,DIKUAI_2023_0906,0906,Polygon,EPSG:4326 (WGS84经纬度),2959.95,118.776999,118.777699,32.021377,32.021875,"[[[118.777153, 32.021875], [118.777699, 32.021705], [118.77766, 32.021604], [118.777579, 32.021432], [118.777555, 32.021377], [118.776999, 32.021567], [118.777153, 32.021875]]]"
843,DIKUAI_2023_0907,0907,Polygon,EPSG:4326 (WGS84经纬度),2500.03,118.774954,118.775835,32.018787,32.019295,"[[[118.775743, 32.019236], [118.775835, 32.0191], [118.775828, 32.019097], [118.775713, 32.019046], [118.775709, 32.019052], [118.775023, 32.018787], [118.774974, 32.018911], [118.774954, 32.018961], [118.77499, 32.018972], [118.774995, 32.018963], [118.775701, 32.019295], [118.775743, 32.019236]]]"
844,DIKUAI_2023_0908,0908,Polygon,EPSG:4326 (WGS84经纬度),1751.61,118.795328,118.795865,32.036347,32.036697,"[[[118.795423, 32.036697], [118.795865, 32.036588], [118.795859, 32.036564], [118.795845, 32.03647], [118.795815, 32.036347], [118.795328, 32.036459], [118.795423, 32.036697]]]"
845,DIKUAI_2023_0909,0909,Polygon,EPSG:4326 (WGS84经纬度),6056.37,118.790741,118.791485,32.033514,32.034742,"[[[118.79126, 32.034229], [118.791159, 32.033987], [118.791317, 32.033935], [118.791333, 32.03397], [118.791485, 32.03395], [118.791385, 32.033618], [118.791355, 32.033627], [118.791303, 32.033514], [118.791295, 32.033516], [118.79115, 32.03356], [118.790901, 32.033636], [118.790848, 32.033653], [118.790814, 32.033666], [118.790795, 32.033678], [118.790778, 32.033693], [118.790763, 32.03371], [118.790752, 32.033729], [118.790745, 32.033749], [118.790741, 32.033769], [118.791031, 32.034314], [118.79104, 32.03433], [118.791156, 32.034553], [118.791227, 32.034742], [118.791367, 32.034705], [118.791244, 32.034235], [118.79126, 32.034229]]]"
846,DIKUAI_2023_0910,0910,Polygon,EPSG:4326 (WGS84经纬度),3392.12,118.792448,118.793109,32.034756,32.035273,"[[[118.793004, 32.034817], [118.792983, 32.034756], [118.792448, 32.034881], [118.792506, 32.035052], [118.792541, 32.035162], [118.792548, 32.035185], [118.792582, 32.035262], [118.792584, 32.035265], [118.792586, 32.035267], [118.792588, 32.035269], [118.792591, 32.035271], [118.792594, 32.035272], [118.792598, 32.035273], [118.792779, 32.035237], [118.792944, 32.035209], [118.793099, 32.035176], [118.793102, 32.035175], [118.793108, 32.035172], [118.793109, 32.035167], [118.793088, 32.035096], [118.793004, 32.034817]]]"
847,DIKUAI_2023_0911,0911,Polygon,EPSG:4326 (WGS84经纬度),4409.46,118.777153,118.777904,32.021705,32.022379,"[[[118.777737, 32.021805], [118.777699, 32.021705], [118.777153, 32.021875], [118.777199, 32.021968], [118.777277, 32.022162], [118.777391, 32.022379], [118.777412, 32.022355], [118.777502, 32.022329], [118.777808, 32.022243], [118.777904, 32.022215], [118.777815, 32.022007], [118.777737, 32.021805]]]"
848,DIKUAI_2023_0912,0912,Polygon,EPSG:4326 (WGS84经纬度),5629.34,118.792671,118.794588,32.035253,32.035812,"[[[118.793035, 32.035812], [118.793508, 32.035732], [118.793471, 32.035574], [118.793802, 32.035522], [118.793813, 32.035559], [118.794588, 32.035424], [118.794551, 32.035281], [118.79455, 32.035276], [118.794548, 32.035271], [118.794544, 32.035267], [118.79454, 32.035262], [118.794536, 32.035259], [118.79453, 32.035256], [118.794525, 32.035254], [118.794518, 32.035253], [118.794491, 32.035257], [118.793928, 32.035358], [118.793441, 32.035447], [118.793439, 32.035448], [118.792962, 32.035534], [118.79271, 32.03558], [118.792703, 32.03558], [118.792697, 32.035581], [118.792691, 32.035583], [118.792686, 32.035586], [118.792681, 32.03559], [118.792677, 32.035594], [118.792674, 32.035599], [118.792672, 32.035604], [118.792671, 32.035609], [118.792672, 32.035615], [118.792673, 32.03562], [118.792714, 32.03578], [118.793011, 32.035721], [118.793035, 32.035812]]]"
849,DIKUAI_2023_0913,0913,Polygon,EPSG:4326 (WGS84经纬度),3357.38,118.80446,118.805048,32.040439,32.040833,"[[[118.805048, 32.04083], [118.805046, 32.040442], [118.80446, 32.040439], [118.804461, 32.040833], [118.805048, 32.04083]]]"
850,DIKUAI_2023_0914,0914,Polygon,EPSG:4326 (WGS84经纬度),13751.71,118.791159,118.792387,32.033935,32.03501,"[[[118.791942, 32.034971], [118.792387, 32.034875], [118.792383, 32.034801], [118.792338, 32.034655], [118.792321, 32.034599], [118.792272, 32.034428], [118.792209, 32.034206], [118.792157, 32.034032], [118.791826, 32.03412], [118.791775, 32.033964], [118.791496, 32.033949], [118.791485, 32.03395], [118.791333, 32.03397], [118.791317, 32.033935], [118.791159, 32.033987], [118.79126, 32.034229], [118.791244, 32.034235], [118.791367, 32.034705], [118.791227, 32.034742], [118.791233, 32.034759], [118.791266, 32.034858], [118.791292, 32.03493], [118.791324, 32.03501], [118.791904, 32.034872], [118.791942, 32.034971]]]"
851,DIKUAI_2023_0915,0915,Polygon,EPSG:4326 (WGS84经纬度),2796.83,118.775364,118.776132,32.019497,32.02017,"[[[118.776096, 32.020127], [118.776132, 32.020091], [118.775957, 32.019949], [118.775798, 32.019695], [118.775591, 32.019497], [118.775504, 32.019621], [118.775365, 32.019818], [118.775364, 32.019819], [118.775364, 32.01982], [118.775364, 32.019822], [118.775364, 32.019823], [118.775365, 32.019824], [118.775366, 32.019825], [118.775382, 32.019836], [118.775422, 32.019854], [118.775506, 32.019891], [118.775621, 32.019946], [118.775714, 32.019991], [118.77583, 32.020048], [118.775957, 32.02012], [118.776046, 32.02017], [118.776053, 32.020168], [118.776096, 32.020127]]]"
852,DIKUAI_2023_0916,0916,Polygon,EPSG:4326 (WGS84经纬度),30135.24,118.779801,118.781667,32.025085,32.026614,"[[[118.780673, 32.026614], [118.781667, 32.026417], [118.781304, 32.025086], [118.781133, 32.025085], [118.780519, 32.025102], [118.779939, 32.025171], [118.779871, 32.025225], [118.779808, 32.02532], [118.779801, 32.025398], [118.779995, 32.026171], [118.780348, 32.026103], [118.780464, 32.026481], [118.780628, 32.026448], [118.780673, 32.026614]]]"
